Gesture,Specific,Hand,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21
back,back1,0.0,0.4141455888748169,0.6121914386749268,0.3282015919685364,0.5094992518424988,0.27439364790916443,0.37865617871284485,0.23536133766174316,0.280007004737854,0.17261365056037903,0.23247554898262024,0.41758936643600464,0.3053279519081116,0.4782750606536865,0.2409384548664093,0.4475618302822113,0.32751256227493286,0.413079172372818,0.3845535218715668,0.49244174361228943,0.33957362174987793,0.5451594591140747,0.2862159013748169,0.49117040634155273,0.3835020363330841,0.4505741000175476,0.4362601935863495,0.5578989386558533,0.3764699101448059,0.615386962890625,0.3278355896472931,0.5493801832199097,0.41298970580101013,0.4962678551673889,0.4625387489795685,0.6113478541374207,0.4145970344543457,0.6775273680686951,0.33006906509399414,0.7209123373031616,0.2867680490016937,0.7653862833976746,0.23765477538108826
back,back1,0.0,0.37064987421035767,0.6100494861602783,0.2986082434654236,0.5043647885322571,0.24313119053840637,0.3833070993423462,0.19821327924728394,0.27697938680648804,0.13023337721824646,0.2216312289237976,0.39353400468826294,0.30755335092544556,0.453798770904541,0.2689966559410095,0.4179323613643646,0.35267043113708496,0.37766122817993164,0.3970663249492645,0.46274256706237793,0.3447458744049072,0.5147342085838318,0.3121154308319092,0.45212993025779724,0.4033621847629547,0.4171951413154602,0.43495234847068787,0.5226745009422302,0.38791996240615845,0.5797212719917297,0.35656610131263733,0.5084862112998962,0.4350109398365021,0.4537919759750366,0.47207459807395935,0.5668877959251404,0.4300451874732971,0.6421493887901306,0.3656001687049866,0.692941427230835,0.3337022662162781,0.7451927661895752,0.29363739490509033
back,back1,0.0,0.4734037518501282,0.6105344295501709,0.40363609790802,0.5409978032112122,0.33603882789611816,0.4577640891075134,0.27473145723342896,0.38379421830177307,0.20810747146606445,0.3525722920894623,0.4417203366756439,0.3544400930404663,0.49201884865760803,0.32644063234329224,0.48661476373672485,0.4020269513130188,0.46728795766830444,0.44636502861976624,0.5053812861442566,0.36760640144348145,0.5491507053375244,0.34447354078292847,0.5243934392929077,0.4291256070137024,0.5003886818885803,0.4677547514438629,0.5595334768295288,0.3876248002052307,0.6043627858161926,0.35932430624961853,0.570784866809845,0.4356502294540405,0.5372481942176819,0.47657281160354614,0.6025142073631287,0.4098133444786072,0.6520233750343323,0.3398803174495697,0.6884514093399048,0.30207034945487976,0.7221736311912537,0.2583134174346924
back,back1,0.0,0.40416502952575684,0.5911131501197815,0.3234984874725342,0.5008615255355835,0.25789883732795715,0.3863782286643982,0.19484943151474,0.2970573902130127,0.12208431959152222,0.2544260025024414,0.4007655382156372,0.296456903219223,0.4539772868156433,0.25667184591293335,0.42834845185279846,0.34631431102752686,0.3968612551689148,0.39600375294685364,0.4740159511566162,0.32363319396972656,0.5172376036643982,0.2950420677661896,0.468125581741333,0.39214006066322327,0.43225163221359253,0.43327388167381287,0.5367551445960999,0.35694804787635803,0.5853536128997803,0.3242044150829315,0.5277790427207947,0.4093411862850189,0.4812465310096741,0.4515170454978943,0.5858743190765381,0.3919660747051239,0.654301106929779,0.31729015707969666,0.7032109498977661,0.2793112099170685,0.7511392831802368,0.2315915822982788
back,back1,0.0,0.4388769865036011,0.5653035640716553,0.3650050759315491,0.479434996843338,0.2958974838256836,0.37290847301483154,0.22756260633468628,0.28198376297950745,0.14781618118286133,0.24544291198253632,0.42708656191825867,0.27270346879959106,0.49841955304145813,0.23738524317741394,0.48425623774528503,0.3181743621826172,0.4506436586380005,0.3669440448284149,0.5003928542137146,0.2965540885925293,0.5580353736877441,0.2704959511756897,0.5193027257919312,0.35994282364845276,0.4796087443828583,0.40216079354286194,0.5624624490737915,0.3272225260734558,0.6230395436286926,0.2964765727519989,0.5751845240592957,0.37526339292526245,0.5266421437263489,0.41888681054115295,0.6084097623825073,0.3585653603076935,0.6726832389831543,0.28738313913345337,0.7192930579185486,0.24957676231861115,0.7623121738433838,0.20504125952720642
back,back1,0.0,0.43973445892333984,0.6096809506416321,0.36614567041397095,0.5162997841835022,0.3093479573726654,0.3979930877685547,0.2592874765396118,0.30421242117881775,0.19244113564491272,0.25597816705703735,0.4454498887062073,0.3143187463283539,0.49983251094818115,0.27899375557899475,0.4669932425022125,0.36479300260543823,0.433185338973999,0.41074973344802856,0.5176762938499451,0.3487159311771393,0.5629323720932007,0.3190833032131195,0.5088087916374207,0.41259005665779114,0.47137218713760376,0.4521641135215759,0.5792901515960693,0.38910040259361267,0.6274996399879456,0.36001989245414734,0.5640831589698792,0.4418192505836487,0.5142282843589783,0.4819832444190979,0.6290571093559265,0.4288296103477478,0.7011855840682983,0.35901325941085815,0.7517078518867493,0.32463860511779785,0.8019681572914124,0.2793113887310028
back,back1,0.0,0.46661531925201416,0.6218541860580444,0.3960976004600525,0.5269702076911926,0.3554120361804962,0.405813604593277,0.3239627480506897,0.3189503252506256,0.2701128423213959,0.27964499592781067,0.4801851511001587,0.3457030951976776,0.5126054883003235,0.2954159677028656,0.48322075605392456,0.3721100687980652,0.45367422699928284,0.423850953578949,0.5470700263977051,0.3782469928264618,0.5732596516609192,0.33093932271003723,0.5219916701316833,0.41549772024154663,0.4854687452316284,0.4633439779281616,0.6055746078491211,0.4178989827632904,0.6340025067329407,0.3789282441139221,0.566254734992981,0.4500933587551117,0.5152788758277893,0.49191612005233765,0.6553197503089905,0.45836418867111206,0.727713942527771,0.3875143826007843,0.7802320122718811,0.3498736619949341,0.8308248519897461,0.3061552047729492
back,back1,0.0,0.46781691908836365,0.6118019819259644,0.3996393084526062,0.5182754397392273,0.36078259348869324,0.3977292776107788,0.3315351903438568,0.3100842237472534,0.2769589126110077,0.2682797312736511,0.49057823419570923,0.3394205868244171,0.5264900922775269,0.28820329904556274,0.495352178812027,0.36554229259490967,0.4658281207084656,0.4150524139404297,0.5562131404876709,0.37406277656555176,0.5849113464355469,0.3270643353462219,0.5318475961685181,0.41048166155815125,0.49736201763153076,0.45459991693496704,0.6126880049705505,0.41434431076049805,0.6448457837104797,0.37400713562965393,0.5743541121482849,0.4442451596260071,0.5228193402290344,0.48509615659713745,0.6597044467926025,0.45562270283699036,0.7351572513580322,0.3903859257698059,0.7880406379699707,0.35527947545051575,0.84012770652771,0.31248772144317627
back,back1,0.0,0.4205775856971741,0.593292772769928,0.35285288095474243,0.4931414723396301,0.3010067045688629,0.3807815909385681,0.2501220703125,0.28540629148483276,0.18000894784927368,0.2397785484790802,0.4437679052352905,0.3132043480873108,0.5101523399353027,0.27210813760757446,0.48145562410354614,0.3461352288722992,0.4397016167640686,0.3902692198753357,0.510127067565918,0.34566202759742737,0.5669957995414734,0.3147149682044983,0.5137026309967041,0.3975564241409302,0.47323793172836304,0.4346921145915985,0.566484808921814,0.3831104040145874,0.6256502270698547,0.3484101891517639,0.5662388801574707,0.4205177426338196,0.5162920951843262,0.45971471071243286,0.6066792607307434,0.4210596978664398,0.6788589954376221,0.3607408106327057,0.7249263525009155,0.3332448899745941,0.7694835066795349,0.29883408546447754
back,back1,0.0,0.38655877113342285,0.581207275390625,0.32041752338409424,0.4761178493499756,0.26634207367897034,0.36551111936569214,0.21400701999664307,0.2608243525028229,0.14041170477867126,0.20964257419109344,0.4174313247203827,0.29364773631095886,0.493552029132843,0.255161851644516,0.4637644588947296,0.3301895260810852,0.41844606399536133,0.3757060170173645,0.48217523097991943,0.32899779081344604,0.546482503414154,0.2977030575275421,0.48966991901397705,0.3811221122741699,0.44668111205101013,0.4175697863101959,0.5371823906898499,0.3694077134132385,0.6030216813087463,0.3344869017601013,0.5429822206497192,0.40500688552856445,0.4900619387626648,0.44314906001091003,0.5746707916259766,0.4091649651527405,0.6484714150428772,0.35016411542892456,0.6939697861671448,0.3227238953113556,0.7381462454795837,0.28942930698394775
